id,smiles,proba
305,CCCCC(CC)C(=O)OCCCc1ccccc1,0.9799973964691162
306,COc1ccc(COC(=O)CCc2ccccc2)cc1,0.9799572825431824
307,CCCCCC=CCOCCC(C)=CCCC(=O)CC(C)C,0.9798437356948853
308,C=C(C)COC(=O)C(C)C,0.979764461517334
309,CCCCC(CC)C(=O)OC1CC(C)CCC1C(C)C,0.9795284271240234
310,CC1=C(OOCc2ccc(C(C)C)cc2)C(=O)C(C)O1,0.9794875979423523
311,COCc1ccc(C)cc1,0.9792231321334839
312,CCCCC(CC)C(=O)Cc1ccccc1OC,0.9791985750198364
313,CCCC(=O)CC(=O)CCC=C(C)CCOC1OC(=O)c2ccccc21,0.979170560836792
314,Cc1ccc(COC(=O)CCS)cc1,0.979128360748291
315,CCCCC(CC)C(=O)OCC(O)CO,0.9790487289428711
316,Cc1ccc(COCC(=O)C(C)C)cc1,0.9789630174636841
317,CCCCCCCCCCCCCCC(=O)CCC=C(C)CCOC(=O)C(CC)C(C)=O,0.9787887334823608
318,CC1(C)C2CC=C(COC(=O)CCc3ccccc3)C1C2,0.9787176847457886
319,CC(C)CCC(=O)OC1CCCCC1,0.9786320924758911
320,CCCC(=O)CC(=O)C(C)CC,0.9785933494567871
321,CCCCC(CCCCC(=O)CCCC(C)(O)C1CC=C(C)CC1)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,0.9783927202224731
322,CCCC(=O)CC(=O)OC(C)OCC,0.9781780242919922
323,CCCCC(CCCCC(=O)CCC(C)CCCC(C)C)OC(=O)C(O)CC(C)C,0.9778181314468384
324,CCC(CC)COOC1=C(C)OC(C)C1=O,0.9778018593788147
325,CCCCC(C=O)C(C)(C)C1CCC(C)CC1=O,0.9777976274490356
326,CNc1ccccc1C(=O)OCC(C)C,0.9771644473075867
327,CCCCC(CC)C(=O)Cc1ccco1,0.9770100116729736
328,CC1=C(Oc2c(C)occc2=O)C(=O)C(C)O1,0.9769903421401978
329,Cc1ccc(COc2c(C)occc2=O)cc1,0.976935625076294
330,CC1=C(OOc2c(C)occc2=O)C(=O)C(C)O1,0.976849377155304
331,CCCCC(CC)C(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,0.9768476486206055
332,C=C(COC(=O)CCS)C1CC=C(C)CC1,0.9768471121788025
333,CC(C)C(=O)OCCC=Cc1ccccc1,0.9768377542495728
334,COc1ccc(COOC2=C(C)OC(C)C2=O)cc1,0.9768241047859192
335,CC=CC(C)C(=O)C(=O)C(CC)CCCC,0.9768013954162598
336,CC(C)OC(=O)C1CCCCC1,0.976659893989563
337,CCCCC(CC)C(=O)C1OC(=O)c2ccccc21,0.976414680480957
338,CCCCOC(CCCC)CCCCC(=O)CC(C)C,0.9763071537017822
